account_id,segment,subscription_type,plan_tier,tenure_months,mrr,bundles_contracted,extra_users,renewal_due_days,subscription_status,renewed_last_quarter,renewal_intent,in_grace_period,login_count_30d,tool_activity_score,usage_change_vs_prev_quarter,feature_adoption_score,key_reports_used_30d,days_since_last_login,emails_with_csm_30d,csm_meetings_last_quarter,strategic_review_done,success_plan_active,tickets_last_quarter,reopened_tickets,avg_resolution_days,csat_support,sentiment_csm,sentiment_support,feedback_count_90d,feature_requests_count_90d,data_recalculation_requests_90d,critical_feedback_count_90d,unresolved_feedback_count,avg_unresolved_feedback_age_days,roadmap_alignment_score,feedback_sentiment_score,competitor_mentioned_in_feedback,feedback_linked_to_renewal,bugs_reported_90d,critical_bugs_reported_90d,open_bugs_count,stuck_bugs_count,avg_bug_resolution_days,oldest_open_bug_days,bug_reopen_count,data_accuracy_bug_flag,workaround_available_flag,bug_sentiment_score,bug_linked_to_renewal_flag,churn_label
ACC-00657,Mid-Market,Annual,Pro,5,421.32,1,0,16,Renewal Pending,0,neutral,0,53,92.4,17.2,82.6,11,18,7,2,0,1,2,0,5.9,3.6,0.03,-0.33,2,1,2,0,0,0.0,70.4,0.2,0,0,7,0,3,1,4.0,123,0,0,0,-0.14,0,0
ACC-00658,SMB,Annual,Starter,9,203.23,1,4,69,Active,0,neutral,0,44,96.9,36.1,77.0,21,9,4,2,0,0,2,1,4.0,4.3,0.25,0.04,1,1,1,0,0,0.0,52.2,0.09,0,0,2,1,1,0,10.4,27,0,0,0,-0.31,0,0
ACC-00659,Mid-Market,Annual,Business,6,1045.58,4,27,15,Renewal Pending,1,negative,0,45,86.4,17.2,70.5,17,14,4,4,0,1,6,2,1.8,3.8,-0.6,-0.33,6,1,2,0,2,63.1,51.4,0.41,1,0,5,0,2,1,10.5,89,0,0,1,0.15,0,0
ACC-00660,Enterprise,Custom,Enterprise,39,4480.82,4,54,46,Active,1,negative,0,35,56.0,-13.9,50.2,11,22,1,3,0,1,2,1,1.3,4.0,0.14,0.72,8,1,1,1,3,114.5,52.6,-0.13,0,0,2,0,0,0,8.5,0,0,0,1,0.46,1,0
ACC-00661,Mid-Market,Monthly,Business,45,364.52,3,25,75,Active,0,negative,0,34,62.8,-55.6,42.2,21,18,1,4,1,0,3,0,4.7,4.7,0.36,0.25,1,1,0,1,0,0.0,53.8,0.05,0,0,1,0,0,0,6.5,0,0,0,0,0.19,0,0
ACC-00662,SMB,Monthly,Starter,21,165.91,2,1,78,Active,0,negative,0,33,32.1,-22.5,43.1,5,24,2,1,0,0,0,0,7.1,3.9,0.94,-0.26,1,1,1,0,0,0.0,67.6,0.26,0,1,4,0,1,0,8.7,49,1,0,1,-0.37,0,0
ACC-00663,Enterprise,Custom,Business,12,1951.5,3,19,158,Grace Period,0,negative,1,13,30.4,-13.5,0,6,42,8,3,1,0,4,0,3.7,3.7,0.17,-0.04,3,3,1,1,1,45.3,38.6,0.25,0,1,4,0,1,0,11.7,31,1,0,1,0.01,0,1
ACC-00664,SMB,Annual,Pro,18,140.36,3,8,177,Active,0,positive,0,58,96.4,32.8,83.1,19,7,1,0,0,0,1,0,1.8,4.3,0.64,0.38,4,2,1,0,1,19.1,78.0,0.75,0,1,3,0,1,0,4.7,58,0,0,1,-0.18,0,0
ACC-00665,Mid-Market,Annual,Business,29,1685.7,2,34,86,Active,1,neutral,0,29,37.8,-28.3,41.4,11,24,4,1,0,1,1,1,2.0,4.3,-0.14,0.18,3,2,2,0,1,35.0,67.3,0.65,0,0,2,0,0,0,1.4,0,1,0,0,0.44,0,0
ACC-00666,SMB,Annual,Business,16,118.89,4,18,115,Active,1,neutral,0,27,37.9,5.6,51.1,14,28,0,1,1,0,4,0,0.2,4.3,0.77,0.2,3,1,0,1,1,33.2,62.9,0.36,0,0,2,0,0,0,0.5,0,1,0,1,0.29,0,0
ACC-00667,Mid-Market,Monthly,Pro,19,1111.59,1,2,107,Active,1,neutral,0,36,56.2,-0.1,51.2,7,19,9,1,0,0,0,0,1.3,4.7,0.4,-0.34,1,0,0,0,0,0.0,78.4,0.41,0,1,2,0,0,0,0.8,0,0,0,1,0.3,0,0
ACC-00668,SMB,Monthly,Starter,17,51.28,1,1,170,Active,1,positive,0,45,81.8,23.5,80.3,28,0,2,0,0,0,2,0,2.0,3.5,1,0.77,3,1,1,0,1,60.2,72.9,-0.09,0,0,1,0,0,0,3.0,0,0,1,1,0.05,0,0
ACC-00669,Mid-Market,Custom,Business,41,949.33,3,4,18,Renewal Pending,0,negative,0,10,32.3,19.4,29.3,7,30,3,2,0,1,10,1,8.0,3.5,-0.1,-0.1,5,5,1,3,2,41.3,23.3,0.06,1,1,4,0,2,1,11.4,119,2,1,1,-0.49,1,1
ACC-00670,SMB,Monthly,Pro,18,94.03,1,18,33,Renewal Pending,0,neutral,0,31,57.7,22.9,83.3,11,11,3,2,0,0,2,0,3.9,4.3,0.79,0.09,5,0,0,0,2,35.9,49.8,0.22,0,1,4,0,1,0,1.9,42,0,0,1,-0.12,0,0
ACC-00671,Mid-Market,Custom,Business,18,402.49,4,10,4,Renewal Pending,1,neutral,0,43,97.0,13.5,61.3,13,8,3,3,0,1,3,1,2.2,4.1,-0.27,0.46,4,2,2,0,2,54.2,60.4,-0.05,0,0,0,0,0,0,0.0,0,0,0,1,-0.22,0,0
ACC-00672,Enterprise,Annual,Business,24,5472.22,4,23,104,Active,1,positive,0,48,100,20.1,79.6,20,0,6,2,1,0,1,0,1.9,4.5,0.17,0.45,1,0,0,1,0,0.0,71.0,0.74,0,0,2,1,0,0,3.1,0,0,0,1,-0.24,0,0
ACC-00673,Mid-Market,Annual,Business,6,1231.54,5,36,197,Grace Period,1,negative,1,34,38.9,-16.8,30.1,10,20,1,2,1,0,1,1,5.0,4.0,0.07,0.37,2,1,1,0,1,29.9,55.4,0.2,0,0,0,0,0,0,0.0,0,0,1,1,-0.06,0,0
ACC-00674,Mid-Market,Annual,Starter,32,201.36,1,0,5,Renewal Pending,1,neutral,0,34,49.8,-9.8,76.6,9,20,6,0,1,0,3,0,1.4,5.0,0.6,0.28,3,3,1,1,1,57.8,51.6,0.25,0,0,0,0,0,0,0.0,0,0,0,1,0.32,0,0
ACC-00675,SMB,Annual,Starter,1,95.24,1,1,14,Renewal Pending,1,neutral,0,20,45.1,-72.6,39.1,7,25,4,4,0,1,0,0,1.7,4.4,0.87,0.54,1,0,0,0,0,0.0,69.8,0.67,0,0,2,0,0,0,4.0,0,0,0,1,-0.19,0,0
ACC-00676,Enterprise,Annual,Enterprise,32,3686.0,5,75,183,Active,0,neutral,0,70,88.2,21.5,70.3,29,22,6,1,1,1,2,1,8.6,3.6,0.24,-0.08,1,0,1,0,0,0.0,77.1,1,0,0,2,1,1,0,7.9,54,1,1,1,-0.28,0,0
ACC-00677,Enterprise,Custom,Pro,67,1499.09,1,16,129,Active,0,neutral,0,39,70.8,-3.6,19.6,10,23,4,2,0,0,4,0,1.4,4.0,0.94,0.22,1,1,1,0,0,0.0,75.6,0.8,1,0,2,1,1,0,0.5,11,0,0,0,-0.31,0,0
ACC-00678,SMB,Monthly,Starter,25,126.02,2,1,186,Grace Period,0,negative,1,26,38.9,5.9,50.7,10,30,2,2,0,1,5,2,9.3,2.7,0.01,-0.31,2,2,2,0,1,53.6,63.8,-0.16,0,0,1,1,0,0,12.4,0,1,1,1,0.3,0,1
ACC-00679,Mid-Market,Annual,Pro,16,257.61,3,10,310,Active,1,neutral,0,46,54.8,-39.5,66.0,19,5,4,0,0,0,3,0,1.6,3.2,0.26,0.4,8,3,0,1,4,115.8,39.6,-0.25,0,0,1,0,0,0,3.7,0,0,0,1,0.35,0,0
ACC-00680,Enterprise,Annual,Business,46,1473.87,3,21,87,Active,0,neutral,0,34,37.1,3.2,70.3,8,31,9,5,1,1,4,0,6.6,3.4,0.23,0.25,0,0,0,0,0,0.0,87.4,1,1,1,8,0,3,1,3.9,75,0,0,0,-0.1,0,0
ACC-00681,Mid-Market,Annual,Business,29,1221.43,3,21,133,Active,1,negative,0,23,30.6,-27.4,0.7,12,43,2,2,0,1,2,0,3.2,4.0,0.42,0.23,1,1,0,1,0,0.0,42.2,0.06,0,1,0,0,0,0,0.0,0,0,0,1,0.79,0,0
ACC-00682,Enterprise,Monthly,Enterprise,47,2694.85,5,107,62,Active,1,neutral,0,22,51.5,-34.4,19.7,13,19,4,4,1,1,2,0,3.2,4.8,0.46,0.52,1,0,0,1,0,0.0,57.3,0.65,0,0,0,0,0,0,0.0,0,0,0,1,0.38,0,0
ACC-00683,Mid-Market,Annual,Pro,33,1089.28,2,4,180,Grace Period,0,neutral,1,42,66.6,-5.0,39.3,9,29,3,0,0,0,0,0,0.2,4.3,0.67,0.75,2,0,1,1,1,86.0,64.7,0.37,0,0,1,0,0,0,7.8,0,0,0,1,-0.0,0,0
ACC-00684,Enterprise,Annual,Enterprise,49,2280.76,5,18,244,Active,1,positive,0,54,83.5,5.8,76.2,12,13,3,1,1,1,4,0,2.0,4.0,-0.15,-0.08,1,1,1,0,0,0.0,63.8,0.51,0,0,1,0,0,0,5.0,0,0,0,0,-0.22,0,0
ACC-00685,SMB,Annual,Pro,9,95.95,2,0,2,Renewal Pending,0,negative,0,51,89.1,29.3,51.7,19,22,7,2,0,0,4,0,3.4,3.3,0.18,0.33,2,1,1,2,1,43.8,41.2,-0.3,0,0,2,0,1,0,3.2,46,2,1,0,-0.01,1,0
ACC-00686,Mid-Market,Annual,Business,20,892.27,2,15,110,Grace Period,1,neutral,1,44,32.2,-3.2,44.7,13,11,2,0,1,0,6,0,3.2,3.8,0.7,0.14,2,0,2,0,1,36.7,68.9,0.74,0,0,1,0,0,0,7.9,0,0,0,1,-0.15,0,1
ACC-00687,SMB,Monthly,Starter,2,468.39,1,2,54,Active,0,neutral,0,32,64.2,-8.4,70.0,15,36,1,1,0,0,1,0,2.1,3.5,0.37,0.44,2,0,0,2,1,39.1,34.1,0.33,1,0,1,0,0,0,2.8,0,1,0,0,-0.17,0,0
ACC-00688,SMB,Annual,Pro,18,172.04,3,11,41,Renewal Pending,1,negative,0,34,68.3,15.8,43.6,21,0,2,3,0,0,4,0,6.0,4.6,0.11,-0.12,2,1,2,0,1,45.6,73.9,0.21,0,0,0,0,0,0,0.0,0,0,0,1,0.18,0,0
ACC-00689,Mid-Market,Annual,Pro,16,279.73,1,14,63,Active,0,negative,0,12,27.3,-46.3,26.5,7,21,6,1,1,0,3,0,2.7,3.4,0.23,-0.24,2,1,0,0,0,0.0,69.3,0.87,0,1,2,1,0,0,0.5,0,0,0,1,-0.05,0,0
ACC-00690,Mid-Market,Monthly,Pro,8,2398.68,3,8,34,Grace Period,1,negative,1,43,76.2,0.5,83.2,16,14,2,2,1,0,0,0,3.4,4.8,0.47,0.45,4,1,0,2,2,65.3,42.2,-0.19,0,0,0,0,0,0,0.0,0,0,0,1,0.59,0,0
ACC-00691,Mid-Market,Monthly,Pro,24,1057.62,2,11,171,Active,0,positive,0,49,79.2,14.0,69.0,19,12,4,4,0,0,1,0,2.7,4.4,0.88,0.28,5,2,0,1,2,74.9,66.1,0.64,0,0,4,0,1,0,3.0,34,0,0,0,-0.26,0,0
ACC-00692,Enterprise,Custom,Enterprise,25,3734.95,5,40,303,Active,1,negative,0,8,0,-27.3,18.5,6,47,1,1,1,1,5,0,4.6,3.1,0.33,-0.23,1,1,1,0,0,0.0,83.1,0.78,0,0,0,0,0,0,0.0,0,0,0,1,-0.24,0,0
ACC-00693,Mid-Market,Annual,Pro,26,2614.52,1,4,50,Grace Period,1,negative,1,33,70.9,-26.5,86.3,11,13,8,1,0,1,2,1,0.7,4.3,0.79,-0.18,1,1,1,0,0,0.0,63.1,0.82,0,0,0,0,0,0,0.0,0,0,1,1,-0.01,0,0
ACC-00694,SMB,Monthly,Business,11,232.81,3,8,51,Active,0,negative,0,18,29.1,2.6,40.9,18,30,1,1,1,0,4,0,4.2,4.2,0.9,0.4,5,0,2,1,2,80.6,48.0,-0.08,0,1,2,0,0,0,0.9,0,0,0,0,0.27,0,1
ACC-00695,SMB,Monthly,Pro,10,130.94,3,2,3,Renewal Pending,0,negative,0,20,12.7,-3.1,27.5,12,47,3,2,0,0,1,0,2.4,4.5,0.46,0.31,2,2,1,0,1,79.0,55.7,0.51,0,0,3,1,1,0,0.5,29,0,0,1,0.45,0,0
ACC-00696,Mid-Market,Custom,Business,24,624.78,4,13,113,Grace Period,1,negative,1,28,21.1,27.3,11.7,19,30,6,1,0,0,8,2,11.3,3.5,0.29,-0.64,0,0,0,0,0,0.0,79.6,0.33,0,0,4,0,2,1,0.5,121,1,0,0,-0.61,0,0
ACC-00697,SMB,Monthly,Starter,16,187.18,1,1,86,Active,0,neutral,0,53,72.4,41.5,54.5,25,4,5,1,0,1,8,1,5.1,3.8,0.6,-0.41,2,1,0,1,1,79.7,62.0,-0.11,0,0,6,0,2,0,4.9,53,0,0,1,-0.18,0,0
ACC-00698,Mid-Market,Custom,Business,4,1028.84,3,6,52,Active,1,neutral,0,41,62.9,50.3,95.3,15,15,5,3,0,1,3,0,3.5,3.2,0.31,0.34,1,1,0,0,0,0.0,81.1,0.5,1,0,0,0,0,0,0.0,0,0,0,1,0.1,0,0
ACC-00699,Mid-Market,Custom,Business,20,983.68,2,0,41,Renewal Pending,0,neutral,0,35,64.3,-4.6,56.6,19,13,2,4,1,1,3,0,0.2,5.0,0.54,0.51,3,1,1,1,1,43.4,68.3,0.64,1,1,2,0,0,0,0.5,0,0,0,0,0.37,0,0
ACC-00700,Mid-Market,Annual,Business,22,599.56,3,0,4,Renewal Pending,1,neutral,0,58,87.5,56.1,82.9,15,3,4,5,1,0,6,2,8.1,2.7,0.58,0.35,4,4,0,0,1,31.3,64.1,0.58,1,0,2,1,1,0,12.0,53,1,0,0,-0.58,1,0
ACC-00701,Mid-Market,Monthly,Pro,12,1022.01,1,11,51,Grace Period,0,neutral,1,34,49.3,-12.3,63.8,12,19,3,3,0,1,6,1,3.1,3.5,0.5,0.45,2,1,1,0,0,0.0,95.4,0.75,0,0,1,0,0,0,4.3,0,0,0,1,0.04,0,0
ACC-00702,SMB,Custom,Starter,21,304.36,2,1,149,Active,0,neutral,0,48,100,-6.4,66.7,15,7,4,0,0,0,3,0,2.3,4.4,0.53,0.24,6,0,2,0,1,11.3,100,0.44,1,1,6,1,2,0,9.1,47,1,1,1,-0.29,0,0
ACC-00703,Mid-Market,Annual,Business,53,742.5,3,0,10,Renewal Pending,1,negative,0,29,43.2,-19.1,61.1,12,43,3,2,1,1,7,0,6.3,3.7,0.33,0.22,3,1,1,1,1,55.7,63.4,0.29,1,1,1,1,0,0,5.5,0,1,1,1,-0.6,1,0
ACC-00704,SMB,Monthly,Business,12,48.37,3,5,60,Active,0,positive,0,37,93.2,55.0,89.8,22,7,4,0,0,0,1,1,4.3,4.2,0.11,0.57,1,1,0,1,0,0.0,81.8,0.63,0,0,1,0,0,0,2.9,0,0,0,1,0.06,0,0
ACC-00705,SMB,Monthly,Business,15,140.91,5,21,24,Grace Period,1,neutral,1,44,92.4,-1.8,100,18,8,4,3,0,0,3,0,4.3,4.5,0.82,0.3,5,5,1,1,3,123.6,52.0,-0.07,1,1,0,0,0,0,0.0,0,0,0,1,0.34,0,0
ACC-00706,Mid-Market,Annual,Pro,44,665.84,2,0,66,Active,0,neutral,0,39,66.5,12.2,67.2,24,18,7,1,1,0,4,0,3.0,4.7,0.05,-0.26,2,2,1,0,1,74.5,69.1,-0.1,0,0,4,0,1,0,4.5,50,0,0,1,-0.42,0,0
ACC-00707,Mid-Market,Annual,Business,21,912.02,2,12,190,Active,0,negative,0,42,52.4,-24.7,59.6,18,3,4,2,0,1,9,1,4.3,3.4,0.39,0.2,6,3,0,2,3,91.9,52.1,-0.14,0,0,7,2,4,1,9.4,133,1,0,0,-0.6,0,0
ACC-00708,SMB,Monthly,Starter,28,216.21,2,0,41,Grace Period,0,negative,1,36,65.5,-32.3,40.5,11,13,4,1,0,0,2,2,3.9,4.1,0.81,0.05,0,0,0,0,0,0.0,83.5,0.82,0,1,6,2,3,1,14.5,88,1,0,0,-0.59,0,1
ACC-00709,SMB,Monthly,Pro,2,64.11,1,11,126,Grace Period,1,neutral,1,42,87.4,14.6,48.9,13,0,2,1,0,0,1,1,5.5,4.3,0.36,-0.1,3,2,2,0,1,52.8,65.5,-0.06,0,0,2,1,0,0,15.9,0,0,1,1,-0.16,0,0
ACC-00710,SMB,Monthly,Starter,25,75.62,1,0,172,Grace Period,1,neutral,1,48,73.9,15.7,68.4,18,1,3,1,0,1,7,0,8.1,2.7,0.0,-0.54,4,1,0,2,2,59.6,31.6,0.26,0,0,11,0,4,1,4.1,102,2,0,1,0.04,0,1
ACC-00711,Mid-Market,Annual,Business,2,1555.34,3,2,285,Active,1,neutral,0,27,23.3,-6.4,49.4,9,17,2,2,1,1,3,1,3.6,3.6,0.94,-0.06,0,0,0,0,0,0.0,79.8,0.61,0,0,3,1,1,0,9.5,56,0,1,1,-0.2,1,0
ACC-00712,Enterprise,Annual,Business,46,2160.19,5,27,1,Renewal Pending,1,positive,0,45,58.3,9.6,75.1,16,4,4,1,0,1,0,0,2.7,4.3,-0.03,0.44,4,2,1,1,1,51.4,85.3,0.88,0,1,4,0,1,0,8.6,26,0,0,0,0.51,0,0
ACC-00713,Enterprise,Annual,Enterprise,61,2035.2,5,23,8,Renewal Pending,1,neutral,0,59,70.2,9.9,92.8,24,20,2,6,0,1,3,1,2.2,3.5,0.4,0.14,5,1,0,0,1,58.2,58.5,0.24,0,0,5,1,1,0,5.9,25,0,0,1,-0.27,0,0
ACC-00714,Mid-Market,Monthly,Business,30,728.23,1,18,52,Grace Period,1,negative,1,43,64.4,1.9,65.6,22,0,6,3,0,0,6,1,7.9,3.3,-0.18,0.38,5,0,3,1,1,33.6,75.3,0.46,0,0,6,1,2,1,13.8,89,1,0,1,-0.6,0,1
ACC-00715,SMB,Monthly,Starter,8,84.11,3,4,22,Renewal Pending,0,neutral,0,56,100,31.2,74.0,13,9,2,2,0,0,0,0,2.8,4.8,0.62,0.05,1,0,0,1,0,0.0,67.6,0.24,0,0,2,0,0,0,6.0,0,0,1,1,0.43,1,0
ACC-00716,SMB,Monthly,Pro,38,141.56,1,6,121,Grace Period,1,negative,1,31,75.6,-12.3,49.7,16,16,2,1,1,0,2,1,10.8,4.8,0.3,-0.14,1,1,1,1,0,0.0,51.0,0.37,0,0,2,0,0,0,2.1,0,1,0,1,0.11,0,1
ACC-00717,Mid-Market,Monthly,Pro,20,1002.14,2,3,154,Active,1,positive,0,48,89.2,20.5,81.3,22,3,4,3,1,0,1,0,5.0,4.3,0.24,1,2,1,0,0,0,0.0,70.1,0.65,0,0,0,0,0,0,0.0,0,0,0,1,0.21,0,0
ACC-00718,SMB,Annual,Pro,16,81.26,1,4,86,Grace Period,0,neutral,1,40,49.1,39.5,55.4,13,17,4,1,1,1,2,0,2.0,4.6,-0.04,0.58,4,0,0,2,2,75.7,73.8,0.58,0,0,0,0,0,0,0.0,0,0,0,1,0.45,0,0
ACC-00719,Mid-Market,Custom,Pro,15,1405.69,2,0,90,Active,1,neutral,0,28,41.5,9.8,66.5,14,19,3,0,0,0,3,1,6.9,3.7,0.96,0.09,2,1,0,0,1,62.0,69.7,0.1,0,1,1,0,0,0,10.7,0,0,0,0,-0.26,0,0
ACC-00720,SMB,Annual,Business,1,71.17,2,0,183,Grace Period,1,negative,1,15,7.4,-39.4,0,4,34,1,0,0,1,1,0,4.1,4.3,0.81,0.64,1,1,0,0,0,0.0,91.6,0.92,0,0,5,0,1,0,0.5,53,1,0,1,0.17,0,0
ACC-00721,SMB,Annual,Pro,26,193.27,1,2,90,Active,0,negative,0,15,37.3,-15.9,10.4,9,41,2,1,0,0,3,0,0.2,4.5,0.51,0.69,3,2,0,0,1,80.9,55.2,0.0,0,1,0,0,0,0,0.0,0,0,0,1,0.06,0,0
ACC-00722,SMB,Monthly,Pro,6,152.77,2,8,51,Active,0,negative,0,34,27.8,-13.0,40.2,15,21,1,0,0,0,0,0,2.4,4.9,0.65,0.32,3,0,0,3,1,35.6,60.3,0.43,0,0,2,0,0,0,0.5,0,0,0,1,-0.03,0,0
ACC-00723,SMB,Annual,Pro,20,105.16,2,5,42,Renewal Pending,0,negative,0,20,15.6,13.1,54.2,11,33,2,2,0,0,5,1,5.6,3.7,0.43,-0.59,2,2,0,0,1,41.4,33.4,-0.77,1,0,4,0,1,0,0.9,12,0,0,0,-0.13,0,1
ACC-00724,SMB,Custom,Pro,16,199.03,3,5,87,Active,1,neutral,0,39,58.8,-10.3,44.2,14,24,2,3,1,0,9,0,2.0,4.1,0.14,0.72,7,4,2,3,3,70.3,52.1,-0.42,0,1,2,0,0,0,3.6,0,0,0,0,-0.31,0,0
ACC-00725,Mid-Market,Annual,Pro,36,928.46,4,0,125,Active,1,neutral,0,23,48.2,-0.0,61.1,8,24,3,3,1,0,3,0,0.2,4.0,0.08,-0.17,3,1,2,1,1,42.2,40.9,0.21,0,1,4,0,1,0,7.3,26,0,0,1,-0.17,0,0
ACC-00726,Mid-Market,Annual,Starter,2,687.15,2,2,16,Renewal Pending,1,neutral,0,41,60.3,21.9,39.0,12,30,7,0,1,0,2,1,0.3,4.1,0.86,-0.06,5,1,0,1,1,35.7,62.9,0.14,1,0,4,0,1,0,0.5,22,0,0,1,0.21,0,0
ACC-00727,Mid-Market,Monthly,Business,5,673.98,5,14,60,Grace Period,0,neutral,1,39,71.3,-37.0,52.6,24,9,3,2,1,0,0,0,0.8,4.1,0.39,0.59,3,2,1,1,1,23.9,59.9,0.43,0,0,3,0,1,0,5.2,20,0,0,1,0.09,0,0
ACC-00728,SMB,Monthly,Starter,2,146.03,1,0,19,Renewal Pending,0,positive,0,61,100,8.5,77.8,21,19,4,4,0,1,2,1,6.4,4.1,0.66,0.37,5,0,0,1,1,36.7,70.4,1,0,0,2,0,0,0,0.5,0,0,0,1,-0.11,0,0
ACC-00729,SMB,Monthly,Starter,12,318.83,1,0,29,Grace Period,1,negative,1,30,43.0,-29.3,22.0,15,35,2,1,0,0,6,0,5.8,3.7,0.23,0.23,2,2,1,1,1,54.8,44.2,-0.01,0,0,2,2,1,0,12.2,47,0,0,1,0.33,0,0
ACC-00730,Mid-Market,Annual,Business,9,1079.46,2,37,270,Active,1,neutral,0,25,77.6,55.3,51.5,10,19,1,1,0,0,2,2,6.1,4.2,0.78,-0.08,2,1,0,0,0,0.0,54.9,0.48,0,0,3,1,1,0,0.5,12,0,0,1,0.25,0,0
ACC-00731,SMB,Annual,Starter,29,246.03,2,0,179,Grace Period,0,negative,1,12,54.2,-34.3,22.5,10,10,0,1,0,1,1,0,7.3,3.5,0.45,-0.09,1,1,0,0,0,0.0,59.3,-0.07,0,0,0,0,0,0,0.0,0,0,0,1,-0.3,0,0
ACC-00732,SMB,Annual,Pro,7,306.43,2,0,52,Active,1,neutral,0,40,78.3,-10.2,48.5,16,19,2,0,0,0,2,0,1.5,4.2,0.45,0.45,7,1,0,0,3,85.5,46.8,0.39,1,0,1,0,0,0,7.8,0,0,0,1,-0.2,0,0
ACC-00733,SMB,Annual,Pro,7,179.88,2,9,2,Renewal Pending,1,negative,0,43,62.9,-38.2,69.2,15,29,2,0,0,0,3,0,4.0,4.8,-0.45,-0.01,5,2,0,1,2,75.6,41.6,-0.03,0,0,2,0,1,0,3.1,51,0,0,1,-0.53,0,0
ACC-00734,Mid-Market,Monthly,Pro,45,2205.29,2,4,145,Active,0,positive,0,47,95.2,46.0,100,19,4,4,1,1,1,2,0,0.8,4.9,0.93,1,4,1,1,0,1,21.5,72.8,0.2,0,0,2,0,0,0,7.0,0,0,0,0,0.47,0,0
ACC-00735,Enterprise,Custom,Enterprise,54,3275.95,3,55,28,Renewal Pending,0,negative,0,42,67.5,21.8,77.0,17,12,6,3,0,0,5,1,10.4,3.7,0.09,-0.67,8,0,1,0,5,130.8,66.0,-0.42,0,0,3,0,1,0,8.9,42,2,0,1,-0.14,0,0
ACC-00736,SMB,Monthly,Starter,22,107.95,3,2,71,Active,1,neutral,0,39,67.6,-4.0,53.9,13,11,1,0,0,0,3,2,9.3,3.3,0.77,-0.12,0,0,0,0,0,0.0,86.7,0.56,0,0,1,1,0,0,15.5,0,0,0,1,0.02,0,0
ACC-00737,SMB,Monthly,Pro,14,373.09,2,2,115,Active,1,positive,0,53,60.3,10.1,72.8,22,18,2,0,0,0,6,0,3.6,4.4,0.51,-0.26,3,0,1,1,1,30.8,78.4,0.02,0,0,3,0,1,0,3.9,14,1,1,1,0.01,0,0
ACC-00738,Mid-Market,Monthly,Enterprise,52,1141.54,4,80,39,Grace Period,0,negative,1,8,18.2,-33.2,2.5,7,38,9,0,1,1,5,0,0.2,4.5,0.62,0.15,4,3,1,0,2,52.1,41.0,0.56,0,0,1,0,0,0,1.1,0,0,0,0,0.51,0,0
ACC-00739,SMB,Monthly,Starter,10,141.47,3,0,170,Active,1,neutral,0,26,64.2,8.0,13.2,14,23,4,0,0,0,1,0,3.9,4.5,0.64,0.81,5,1,0,1,2,48.4,61.5,-0.02,0,0,3,0,0,0,0.5,0,0,0,1,0.59,0,0
ACC-00740,SMB,Monthly,Pro,1,925.54,1,4,91,Active,1,neutral,0,34,73.0,-9.3,77.6,11,28,3,0,0,0,3,0,4.0,4.3,0.38,0.48,1,1,0,0,0,0.0,75.5,0.82,0,1,2,0,1,0,9.0,30,1,0,0,-0.82,0,0
ACC-00741,Mid-Market,Monthly,Enterprise,37,592.83,4,109,78,Active,1,neutral,0,31,37.4,-41.1,69.4,22,12,2,1,1,1,3,0,2.1,3.7,0.26,-0.04,2,0,0,0,1,72.0,67.5,0.41,1,1,1,0,0,0,1.5,0,0,0,1,-0.7,0,0
ACC-00742,SMB,Annual,Pro,25,173.51,1,3,119,Active,0,neutral,0,20,36.2,-6.2,36.0,12,14,2,0,0,1,1,1,0.2,4.8,1,0.15,4,3,1,2,2,83.4,47.8,0.33,0,0,0,0,0,0,0.0,0,0,0,1,-0.08,0,0
ACC-00743,SMB,Monthly,Starter,12,300.61,1,3,313,Active,1,neutral,0,30,46.0,14.7,42.8,4,19,0,0,0,0,5,0,4.7,3.9,0.61,0.22,1,1,1,0,0,0.0,75.2,0.6,0,1,3,0,1,0,8.3,47,0,0,1,0.15,0,0
ACC-00744,SMB,Monthly,Starter,32,545.3,1,0,22,Renewal Pending,1,negative,0,26,64.8,9.3,24.6,8,5,2,3,0,0,5,0,6.6,4.2,0.35,0.33,1,1,0,0,0,0.0,71.5,0.36,0,0,3,1,1,0,11.4,12,0,0,1,-0.02,0,0
ACC-00745,SMB,Annual,Business,10,164.35,4,16,67,Active,0,negative,0,16,38.9,-60.4,35.0,12,24,4,0,0,0,1,0,1.9,3.4,-0.03,-0.04,2,2,1,1,1,10.7,47.5,0.04,1,0,1,0,0,0,6.4,0,1,0,1,-0.02,0,1
ACC-00746,Mid-Market,Annual,Enterprise,15,1139.74,4,47,133,Active,0,neutral,0,32,35.9,3.2,39.8,17,18,1,3,1,1,4,0,5.5,4.2,1,0.15,3,2,0,0,1,53.6,57.1,0.74,0,0,4,1,1,0,9.2,28,0,0,0,0.11,0,0
ACC-00747,SMB,Annual,Starter,7,168.28,3,0,87,Grace Period,1,negative,1,41,58.5,2.5,67.4,15,25,2,1,0,1,4,1,5.0,3.3,0.09,-0.45,2,0,1,0,1,70.0,56.4,0.5,0,0,3,2,1,0,10.7,36,2,0,0,-0.01,0,1
ACC-00748,SMB,Monthly,Business,23,58.53,3,5,113,Active,0,neutral,0,23,68.5,13.5,35.9,13,11,2,0,0,0,3,0,5.3,4.4,0.36,0.6,5,0,2,0,2,81.3,28.6,0.25,0,0,2,0,1,0,11.0,41,0,0,1,0.15,0,0
