account_id,segment,subscription_type,plan_tier,tenure_months,mrr,bundles_contracted,extra_users,renewal_due_days,subscription_status,renewed_last_quarter,renewal_intent,in_grace_period,login_count_30d,tool_activity_score,usage_change_vs_prev_quarter,feature_adoption_score,key_reports_used_30d,days_since_last_login,emails_with_csm_30d,csm_meetings_last_quarter,strategic_review_done,success_plan_active,tickets_last_quarter,reopened_tickets,avg_resolution_days,csat_support,sentiment_csm,sentiment_support,churn_label
ACC_00363,SMB,monthly,Pro,29,120.04,1,1,50,churned,0,neutral,0,20,4.7,-18.6,3.6,2,11,8,2,1,1,5,0,3.6,3.7,-0.13,0.06,0
ACC_00364,SMB,annual,Guru,5,333.27,3,1,105,churned,0,neutral,0,18,25.4,3.1,5.6,2,15,0,0,0,0,3,1,3.5,4.1,-0.21,0.15,0
ACC_00365,Enterprise,annual,Enterprise,40,9836.3,4,6,104,active,0,positive,0,65,56.6,-9.5,46.2,17,0,6,6,1,0,4,1,4.7,3.5,0.25,0.01,0
ACC_00366,SMB,annual,Guru,10,492.11,2,1,9,churned,0,neutral,0,20,24.1,-31.7,31.4,9,7,3,0,0,0,5,2,3.4,3.9,-0.72,-0.08,0
ACC_00367,Enterprise,annual,Enterprise,24,5237.87,4,14,115,active,0,neutral,0,51,43.3,2.9,41.0,10,14,4,2,1,1,0,0,3.1,3.8,0.4,0.24,0
ACC_00368,Enterprise,monthly,Enterprise,42,11415.08,4,13,54,active,0,positive,0,55,57.0,-3.9,53.5,22,8,6,1,1,0,2,0,3.2,4.0,0.49,0.18,0
ACC_00369,SMB,annual,Guru,7,291.25,3,1,35,churned,0,negative,0,30,19.0,-23.4,30.6,12,7,0,0,1,1,3,1,3.5,3.7,-0.08,-0.44,1
ACC_00370,SMB,annual,Pro,35,155.68,2,0,50,churned,0,neutral,0,22,21.0,-11.1,8.8,10,0,7,2,0,1,5,1,8.2,3.5,-0.39,-0.25,0
ACC_00371,SMB,monthly,Pro,13,162.55,2,1,73,churned,0,negative,0,29,16.9,-36.7,37.6,13,23,4,1,0,0,7,1,6.4,3.5,0.2,-0.4,1
ACC_00372,SMB,monthly,Pro,10,90.62,2,1,16,churned,0,neutral,0,24,11.4,-46.0,27.3,8,2,4,0,1,0,4,1,4.7,3.3,-0.19,-0.16,0
ACC_00373,SMB,monthly,Pro,2,174.33,2,0,60,churned,0,negative,0,19,21.8,23.5,21.4,9,19,1,0,0,0,4,0,4.1,3.6,-0.37,0.0,1
ACC_00374,Mid-Market,annual,Business,8,2172.97,4,5,90,active,0,neutral,0,21,30.9,-13.1,39.8,6,11,3,1,1,1,5,0,4.3,3.9,0.3,0.08,0
ACC_00375,SMB,monthly,Pro,8,143.01,2,2,140,active,0,negative,0,15,11.0,-11.9,24.7,2,0,2,0,0,1,2,0,4.4,3.5,0.32,-0.15,0
ACC_00376,SMB,annual,Guru,36,563.22,1,1,94,churned,0,neutral,0,9,23.8,-29.1,26.1,6,23,4,0,1,1,4,1,6.7,3.4,0.08,-0.28,0
ACC_00377,Mid-Market,annual,Business,27,1405.15,3,6,79,active,0,negative,0,24,24.6,1.2,45.9,7,12,2,0,1,0,5,0,4.9,4.0,0.04,0.18,0
ACC_00378,SMB,annual,Pro,7,183.98,2,0,102,churned,0,negative,0,21,8.9,-24.6,8.6,3,23,4,2,0,1,5,0,0.5,4.0,-0.2,0.1,1
ACC_00379,Mid-Market,annual,Business,48,390.72,4,8,47,churned,0,negative,0,24,16.4,-65.2,36.9,6,7,9,2,1,0,5,2,6.6,3.6,0.37,-0.38,1
ACC_00380,SMB,annual,Pro,23,246.75,1,3,85,active,0,neutral,0,27,26.6,-25.2,37.7,7,16,3,0,0,1,3,1,3.1,4.4,0.02,-0.14,0
ACC_00381,SMB,annual,Pro,19,209.82,2,0,69,churned,0,neutral,0,11,16.2,-20.1,0.0,8,0,1,0,1,0,5,1,3.6,4.3,-0.13,0.18,0
ACC_00382,Mid-Market,monthly,Business,48,1357.69,2,6,46,churned,0,positive,0,41,30.0,-18.1,34.8,4,2,6,2,1,1,3,0,5.0,4.1,0.24,-0.08,0
ACC_00383,Mid-Market,annual,Guru,24,163.35,1,4,9,churned,0,positive,0,41,7.2,-18.6,24.7,13,0,5,0,0,0,2,0,0.7,4.6,-0.24,0.42,0
ACC_00384,Mid-Market,annual,Guru,15,434.56,1,3,79,churned,0,negative,0,25,18.9,-26.6,1.0,6,5,11,2,1,0,7,1,7.0,3.6,-0.22,-0.04,1
ACC_00385,Mid-Market,annual,Business,23,778.04,4,4,12,active,0,positive,0,42,36.0,-13.3,41.3,18,11,4,2,1,1,2,0,4.7,4.1,0.28,0.39,0
ACC_00386,Mid-Market,monthly,Business,3,1722.43,3,5,57,churned,0,neutral,0,43,17.2,-20.4,11.7,5,1,3,1,0,1,7,1,4.9,3.5,-0.3,-0.19,0
ACC_00387,SMB,annual,Pro,19,166.46,2,0,83,churned,0,negative,0,21,19.1,-44.6,26.2,9,18,6,1,0,1,5,1,5.7,3.6,-0.17,-0.01,1
ACC_00388,SMB,annual,Guru,33,287.03,3,1,67,churned,0,negative,0,36,32.2,-50.2,32.2,3,0,5,0,0,1,6,0,5.2,3.9,0.0,0.09,1
ACC_00389,Mid-Market,monthly,Business,6,2060.48,3,7,83,churned,0,neutral,0,69,61.2,1.8,29.6,11,12,5,0,1,0,2,0,3.8,4.3,-0.09,-0.09,0
ACC_00390,Mid-Market,monthly,Business,44,1902.79,3,0,85,churned,0,neutral,0,14,16.2,-12.9,37.6,2,23,3,1,1,1,2,1,5.6,3.1,0.17,-0.53,0
ACC_00391,Enterprise,annual,Business,8,2732.46,2,13,156,active,0,positive,0,67,38.3,15.8,25.0,15,14,9,4,1,0,4,1,2.9,4.0,-0.02,0.22,0
ACC_00392,SMB,monthly,Pro,27,150.35,2,1,143,churned,0,negative,0,20,12.5,-19.6,24.7,8,6,4,0,0,1,6,2,6.5,3.7,-0.45,-0.03,1
ACC_00393,SMB,monthly,Guru,35,461.08,2,1,62,churned,0,negative,0,18,21.9,-36.5,38.9,3,0,3,1,0,1,9,3,8.3,2.8,0.07,-1.0,1
ACC_00394,Mid-Market,monthly,Business,30,2076.95,4,3,174,churned,0,neutral,0,57,36.8,-34.9,29.8,17,11,2,0,1,1,3,0,5.7,3.8,0.21,0.11,0
ACC_00395,SMB,annual,Guru,6,296.73,3,2,42,churned,0,negative,0,7,17.0,-31.0,20.0,2,10,0,0,0,0,6,0,3.8,3.4,-0.6,0.04,1
ACC_00396,Enterprise,monthly,Enterprise,11,6314.81,3,6,150,active,0,neutral,0,45,43.7,7.6,28.9,21,0,4,3,0,1,2,0,4.0,4.0,0.17,0.01,0
ACC_00397,Mid-Market,annual,Guru,46,562.24,3,4,157,churned,0,neutral,0,36,25.5,10.9,28.7,3,2,10,2,1,1,5,0,2.1,3.7,-0.1,-0.01,0
ACC_00398,SMB,annual,Pro,23,233.98,1,3,29,churned,0,neutral,0,16,1.1,-14.0,35.8,6,24,1,0,0,1,7,1,4.4,3.6,0.07,-0.28,0
ACC_00399,Mid-Market,annual,Guru,35,395.05,1,7,66,churned,0,negative,0,40,26.5,-36.8,30.6,14,0,4,1,1,1,3,0,4.4,4.0,0.25,-0.2,1
ACC_00400,Mid-Market,annual,Business,18,2579.56,3,7,23,active,1,positive,0,57,35.9,-15.8,37.1,23,10,9,4,0,1,0,0,4.6,3.7,-0.2,-0.14,0
ACC_00401,SMB,annual,Pro,24,153.65,1,0,100,churned,0,neutral,0,23,11.7,-30.3,23.3,7,11,1,0,0,0,7,3,8.8,2.8,-0.16,-0.55,0
ACC_00402,Enterprise,monthly,Enterprise,10,7781.67,6,17,105,churned,0,positive,0,44,57.2,-7.3,56.4,20,3,10,3,0,0,0,0,4.2,4.1,0.04,0.11,0
ACC_00403,SMB,annual,Guru,13,579.01,2,1,100,churned,0,positive,0,17,22.2,5.2,3.0,1,16,0,0,1,1,7,1,4.3,3.8,-0.36,0.1,0
ACC_00404,Mid-Market,annual,Guru,14,342.08,1,4,7,churned,0,negative,0,41,33.9,6.6,46.9,18,23,2,1,0,1,4,0,4.3,4.0,0.26,-0.21,1
ACC_00405,SMB,annual,Pro,5,121.53,1,1,171,churned,0,neutral,0,21,15.0,-18.1,0.0,12,6,3,0,0,1,4,2,4.5,2.9,-0.12,-0.32,0
ACC_00406,Mid-Market,annual,Business,39,1151.48,4,4,95,active,0,positive,0,63,68.1,3.3,69.1,28,2,2,1,0,0,1,0,5.5,3.8,0.38,0.19,0
ACC_00407,SMB,monthly,Guru,31,351.76,3,2,161,churned,0,negative,0,21,17.1,-29.4,33.6,8,16,3,0,0,0,5,1,3.4,3.1,-0.32,-0.66,1
ACC_00408,SMB,annual,Pro,28,107.47,1,1,34,churned,0,negative,0,37,18.0,-45.8,22.6,14,17,2,0,0,0,5,0,2.9,4.0,-0.28,0.09,1
ACC_00409,Enterprise,annual,Business,33,1899.89,2,8,95,churned,0,positive,0,50,42.2,32.2,32.9,15,4,7,2,1,0,4,1,2.8,4.6,-0.0,0.3,0
ACC_00410,SMB,annual,Pro,30,162.5,2,0,49,churned,0,positive,0,10,13.2,-56.8,48.0,1,8,2,1,0,1,5,0,3.6,4.4,0.01,0.51,0
ACC_00411,SMB,annual,Guru,18,591.69,2,2,144,churned,0,negative,0,19,11.9,-48.0,25.6,5,0,7,1,0,0,6,2,6.3,2.9,-0.12,-0.7,1
ACC_00412,Enterprise,annual,Business,49,1998.17,3,12,1,active,0,neutral,0,49,41.8,32.3,40.5,17,0,9,4,0,1,3,0,6.0,3.6,-0.18,0.23,0
ACC_00413,Enterprise,monthly,Enterprise,32,8466.37,4,13,43,churned,0,neutral,0,60,52.1,0.3,42.7,18,0,2,1,1,0,2,0,3.4,4.0,0.3,0.25,0
ACC_00414,SMB,monthly,Pro,35,151.79,2,2,101,churned,0,neutral,0,25,23.2,-35.3,20.0,9,16,3,0,0,1,5,1,4.1,4.0,-0.49,-0.15,0
ACC_00415,Mid-Market,annual,Guru,28,281.46,1,4,176,active,0,positive,0,37,32.8,-2.7,28.2,16,5,4,1,1,1,4,0,0.5,4.7,-0.1,0.63,0
ACC_00416,SMB,monthly,Pro,18,178.92,1,1,129,churned,0,neutral,0,26,16.7,-1.1,8.5,11,6,3,1,0,1,4,0,3.8,4.6,-0.05,0.74,0
ACC_00417,SMB,monthly,Pro,33,153.42,2,1,71,churned,0,neutral,0,9,13.5,-39.0,29.2,1,11,1,0,0,1,3,1,4.4,3.5,-0.36,-0.17,0
ACC_00418,SMB,monthly,Pro,25,81.37,2,1,109,churned,0,negative,0,21,17.7,-24.6,17.6,6,1,7,3,0,1,5,0,3.5,4.2,-0.32,0.15,1
ACC_00419,Mid-Market,annual,Guru,33,288.53,1,2,136,churned,0,neutral,0,44,29.9,0.8,35.9,19,22,9,2,0,1,3,0,5.8,3.2,-0.02,-0.29,0
ACC_00420,Mid-Market,annual,Guru,39,339.5,1,4,128,churned,0,negative,0,30,22.3,-29.7,33.3,13,21,0,0,0,0,4,1,5.2,3.8,-0.35,0.27,1
ACC_00421,Mid-Market,annual,Guru,4,391.26,1,3,102,churned,0,positive,0,20,10.6,-9.9,9.6,1,26,5,1,1,0,7,0,2.9,4.3,-0.1,0.14,0
ACC_00422,Mid-Market,monthly,Guru,35,626.71,1,5,136,churned,0,neutral,0,35,15.6,10.6,26.9,14,14,5,3,0,1,3,0,2.1,4.3,-0.04,0.12,0
ACC_00423,SMB,monthly,Guru,32,428.58,2,1,141,churned,0,neutral,0,28,15.1,-58.1,29.3,6,8,1,0,0,1,3,0,1.8,4.5,-0.38,0.25,0
ACC_00424,SMB,annual,Pro,18,116.37,2,1,26,churned,0,neutral,0,27,16.6,-21.1,6.5,1,25,5,1,0,0,4,0,2.8,3.9,-0.64,0.05,0
ACC_00425,SMB,annual,Pro,17,158.83,1,1,136,churned,0,negative,0,15,0.0,-10.3,28.0,3,3,2,0,0,1,5,0,4.1,3.5,-0.29,-0.09,1
ACC_00426,SMB,monthly,Pro,34,135.92,1,0,163,churned,0,neutral,0,8,0.5,-47.3,11.0,0,2,7,1,0,1,6,0,0.5,4.1,-0.01,0.15,0
ACC_00427,SMB,monthly,Guru,7,438.97,2,3,92,churned,0,neutral,0,15,31.8,-24.5,30.2,2,4,1,0,0,0,3,0,3.3,4.2,-0.22,0.1,0
ACC_00428,Mid-Market,monthly,Guru,44,469.67,2,4,99,churned,0,positive,0,29,13.6,3.8,30.5,8,14,13,4,1,1,5,0,4.7,4.4,0.02,0.27,0
ACC_00429,SMB,monthly,Guru,35,545.11,3,0,130,churned,0,positive,0,22,20.2,-27.7,3.2,10,2,8,2,1,1,4,1,2.8,3.7,0.3,0.23,0
ACC_00430,SMB,annual,Guru,30,397.09,2,2,116,churned,0,negative,0,17,8.1,-41.7,13.9,4,8,1,0,0,0,2,0,3.2,3.9,-0.25,-0.03,1
ACC_00431,SMB,annual,Pro,12,215.56,1,0,150,active,0,positive,0,12,6.1,5.4,19.2,0,0,0,0,0,0,4,1,2.9,4.0,-0.73,-0.17,0
ACC_00432,Mid-Market,monthly,Guru,37,508.96,3,5,121,active,0,positive,0,48,38.0,8.0,37.3,24,11,2,0,1,1,2,1,0.5,5.0,0.05,0.47,0
ACC_00433,Mid-Market,annual,Business,13,1146.28,2,6,109,churned,0,negative,0,43,27.9,-16.2,31.9,10,0,5,3,1,0,3,1,3.2,3.8,0.1,0.1,1
ACC_00434,SMB,annual,Pro,4,238.39,2,1,72,churned,0,neutral,0,4,1.7,-16.8,10.2,1,2,5,1,0,1,4,1,2.8,4.3,-0.45,0.43,0
ACC_00435,SMB,monthly,Pro,25,163.08,2,0,29,churned,0,neutral,0,0,14.9,3.5,34.9,2,24,2,0,0,1,5,1,5.6,3.6,-0.21,0.13,0
ACC_00436,Mid-Market,annual,Business,34,1082.44,4,4,18,renewal_pending,0,negative,1,21,23.1,-9.7,34.9,5,21,5,2,1,1,3,0,4.2,3.8,0.16,-0.19,0
ACC_00437,SMB,monthly,Pro,20,216.12,2,2,101,churned,0,positive,0,23,11.3,-3.4,34.4,7,13,8,1,1,1,5,1,2.8,3.5,0.06,-0.43,0
ACC_00438,Mid-Market,annual,Business,33,2538.89,2,5,66,active,0,negative,0,17,25.1,-27.5,18.4,8,13,13,3,1,1,3,0,5.4,3.7,-0.18,0.13,0
ACC_00439,Mid-Market,monthly,Guru,6,396.04,2,3,49,churned,0,neutral,0,37,18.6,-49.5,16.2,9,2,4,1,1,1,3,1,5.5,4.0,0.32,0.09,0
ACC_00440,SMB,annual,Guru,1,339.56,1,1,47,churned,0,negative,0,29,9.3,-3.8,1.8,11,1,7,1,1,0,3,1,4.0,3.5,-0.15,0.16,1
ACC_00441,SMB,annual,Pro,3,143.11,1,2,2,churned,0,negative,0,11,11.5,4.8,13.7,6,7,8,2,1,1,5,1,4.9,3.8,-0.19,0.02,1
ACC_00442,Enterprise,annual,Business,42,2321.65,4,11,65,active,0,positive,0,69,76.6,4.0,54.5,31,0,4,3,0,1,3,0,2.1,3.9,0.51,0.08,0
ACC_00443,SMB,annual,Pro,22,177.12,2,1,154,churned,0,negative,0,25,3.0,1.0,15.0,4,11,5,1,0,1,5,2,1.6,3.8,-0.21,0.12,1
ACC_00444,SMB,monthly,Guru,17,480.19,1,4,105,churned,0,neutral,0,16,3.9,-21.0,6.1,7,10,6,1,0,0,6,2,5.4,3.0,-0.15,-0.59,0
ACC_00445,Mid-Market,monthly,Guru,16,538.24,3,4,110,churned,0,positive,0,41,38.7,-1.6,28.7,12,0,14,3,1,0,2,1,2.4,4.8,0.06,0.66,0
ACC_00446,Enterprise,annual,Business,46,1770.71,4,18,39,churned,0,neutral,0,78,57.2,31.5,51.5,26,18,5,2,0,0,1,0,3.2,4.2,-0.16,0.28,0
ACC_00447,Enterprise,annual,Business,40,1507.95,2,7,124,churned,0,neutral,0,59,46.9,-5.2,17.3,18,11,7,3,0,1,2,0,4.1,3.9,-0.22,-0.01,0
ACC_00448,Mid-Market,annual,Business,15,1715.51,2,5,17,churned,0,neutral,0,54,31.6,-21.3,4.0,16,12,4,1,1,1,3,1,1.5,4.6,0.23,0.12,0
ACC_00449,SMB,annual,Pro,35,92.34,1,1,154,churned,0,negative,0,8,6.8,-48.7,16.9,0,6,2,0,0,0,7,2,5.6,3.4,-0.18,-0.26,1
ACC_00450,SMB,monthly,Pro,2,132.35,1,0,138,churned,0,negative,0,17,25.1,-2.6,0.0,3,10,1,0,0,0,5,0,4.7,4.1,-0.69,0.15,1
ACC_00451,Mid-Market,monthly,Guru,15,437.38,1,5,166,churned,0,positive,0,46,23.9,-27.8,18.7,17,13,10,2,0,1,10,1,2.5,4.6,0.19,0.22,0
ACC_00452,SMB,monthly,Pro,16,141.67,2,2,18,churned,0,neutral,0,18,22.6,-12.3,19.2,3,11,5,0,0,1,8,1,5.5,4.2,-0.01,-0.19,0
ACC_00453,SMB,monthly,Pro,18,157.92,2,3,88,churned,0,neutral,0,19,22.7,-20.7,29.6,6,26,1,0,1,0,3,1,7.2,3.1,-0.23,-0.34,0
ACC_00454,Enterprise,annual,Enterprise,12,12573.13,5,14,134,churned,0,positive,0,52,41.6,-8.0,35.8,25,3,15,4,0,1,3,0,3.1,4.1,0.07,0.36,0
ACC_00455,SMB,monthly,Guru,36,113.79,1,1,56,churned,0,negative,0,17,18.0,-17.1,36.5,6,5,1,0,0,0,6,0,4.6,4.4,-0.67,0.11,1
ACC_00456,SMB,monthly,Pro,30,127.39,1,1,129,churned,0,neutral,0,18,13.8,-15.7,27.6,5,16,1,0,0,1,5,0,2.0,3.9,-0.34,0.23,0
ACC_00457,SMB,monthly,Pro,7,77.52,2,2,37,churned,0,neutral,0,9,11.0,6.2,0.0,2,0,3,0,0,1,4,0,4.9,3.8,-0.42,0.27,0
ACC_00458,SMB,monthly,Pro,15,111.97,1,0,132,churned,0,neutral,0,17,16.1,12.4,13.2,6,19,4,1,0,1,3,1,5.2,3.6,-0.09,0.0,0
ACC_00459,SMB,annual,Guru,19,50.0,3,2,81,churned,0,negative,0,31,22.0,-3.3,42.6,7,0,1,0,0,1,5,0,3.8,4.2,-0.1,-0.0,1
ACC_00460,SMB,monthly,Guru,2,383.56,3,3,35,churned,0,negative,0,15,17.3,7.9,11.7,4,17,3,1,0,0,3,1,4.6,4.0,-0.23,0.07,1
ACC_00461,SMB,annual,Guru,13,262.97,2,1,87,churned,0,neutral,0,8,10.1,0.4,15.9,0,5,2,0,0,0,7,0,4.1,4.4,-0.58,0.53,0
ACC_00462,Mid-Market,annual,Guru,42,407.19,2,3,118,active,0,negative,0,33,37.4,8.9,46.6,18,13,5,1,0,1,6,1,4.3,3.8,0.19,0.06,0
ACC_00463,Mid-Market,annual,Guru,43,204.99,3,6,84,churned,0,positive,0,26,14.5,11.2,22.2,11,18,4,2,1,1,6,0,2.0,3.9,0.38,0.4,0
ACC_00464,SMB,monthly,Pro,31,153.32,1,0,147,churned,0,negative,0,7,15.5,-38.6,30.8,0,13,11,2,0,1,5,0,3.3,4.0,0.03,0.35,1
ACC_00465,Enterprise,monthly,Business,21,1616.53,3,16,132,active,0,neutral,0,60,37.5,-12.3,29.5,18,0,5,4,1,0,4,1,4.3,3.4,0.08,-0.34,0
ACC_00466,SMB,monthly,Pro,6,210.08,1,0,23,churned,0,neutral,0,13,15.7,-29.8,0.0,3,1,1,0,1,1,3,0,1.7,4.1,-0.36,0.57,0
ACC_00467,SMB,monthly,Guru,28,509.71,2,3,29,churned,0,neutral,0,19,14.9,-20.4,35.8,2,2,3,0,0,1,7,1,4.2,4.1,-0.22,0.28,0
ACC_00468,Mid-Market,annual,Business,34,2080.2,4,3,27,active,1,positive,0,16,11.6,-2.7,33.3,7,0,1,0,1,1,3,0,3.4,3.6,-0.29,0.01,0
ACC_00469,SMB,monthly,Guru,10,119.39,1,1,180,churned,0,negative,0,23,20.1,-35.1,20.9,6,20,2,0,0,0,2,0,2.7,4.0,-0.6,0.43,1
ACC_00470,Enterprise,annual,Enterprise,55,6282.96,3,10,178,churned,0,positive,0,22,15.4,-5.9,18.2,7,10,9,3,0,0,4,1,4.9,4.0,-0.24,-0.02,0
ACC_00471,SMB,annual,Guru,18,389.95,1,0,108,churned,0,neutral,0,4,14.8,-25.6,6.6,3,0,6,1,0,1,4,0,4.4,4.2,-0.09,0.18,0
ACC_00472,Enterprise,annual,Business,9,3519.29,3,12,134,churned,0,negative,0,53,31.6,-21.2,41.5,10,20,9,3,1,1,5,1,3.4,3.6,0.05,-0.22,1
ACC_00473,SMB,monthly,Pro,9,147.56,2,1,169,churned,0,positive,0,19,7.1,-11.4,16.0,9,3,5,1,0,1,3,0,3.7,3.7,0.06,-0.1,0
ACC_00474,Mid-Market,monthly,Business,9,1534.75,3,2,34,active,0,neutral,0,72,62.9,30.3,38.3,21,6,2,0,1,1,1,0,4.9,4.5,0.1,0.29,0
ACC_00475,SMB,annual,Pro,8,163.7,2,0,118,churned,0,neutral,0,11,13.6,-27.8,17.6,4,2,1,0,0,1,2,0,2.0,4.4,-0.28,0.28,0
ACC_00476,Enterprise,annual,Enterprise,48,5166.47,5,11,33,active,0,neutral,0,47,48.3,-1.4,64.4,12,0,11,3,1,1,2,1,1.9,3.8,0.62,-0.22,0
ACC_00477,SMB,monthly,Pro,7,188.13,2,1,102,churned,0,negative,0,27,15.3,-34.4,23.2,9,0,4,2,0,0,4,1,3.0,3.9,-0.26,0.1,1
ACC_00478,SMB,annual,Guru,3,494.69,1,0,116,churned,0,positive,0,23,3.5,-28.0,1.2,10,5,4,0,0,0,5,0,4.3,4.4,-0.37,0.35,0
ACC_00479,Enterprise,monthly,Enterprise,22,6558.51,5,4,75,active,0,positive,0,62,62.0,-19.6,37.8,16,13,22,5,1,0,2,0,2.8,3.9,0.34,0.22,0
ACC_00480,SMB,monthly,Pro,2,121.73,2,2,53,churned,0,negative,0,6,9.1,-10.6,17.6,2,15,1,1,1,0,7,2,3.4,3.4,-0.24,-0.18,1
ACC_00481,Mid-Market,annual,Business,17,1234.31,3,4,28,active,0,neutral,0,42,39.2,7.7,24.7,15,8,7,1,0,1,3,0,5.4,3.9,-0.12,0.16,0
ACC_00482,Mid-Market,annual,Guru,48,292.54,3,5,137,churned,0,neutral,0,24,29.5,-2.6,21.5,9,0,5,1,1,1,2,0,1.7,3.8,0.34,0.2,0
ACC_00483,SMB,monthly,Pro,29,113.66,1,0,26,churned,0,negative,0,14,11.8,-28.6,31.2,9,23,3,0,1,0,6,1,4.1,3.6,0.13,-0.02,1
ACC_00484,Mid-Market,monthly,Business,24,1261.76,2,3,12,active,0,negative,0,58,40.4,9.1,42.5,15,7,4,0,1,0,4,2,6.4,3.2,0.17,-0.29,0
ACC_00485,SMB,annual,Guru,4,473.62,2,0,41,churned,0,positive,0,35,38.4,2.0,27.6,10,6,1,0,0,0,1,0,4.5,3.0,-0.37,-0.24,0
ACC_00486,Enterprise,monthly,Enterprise,57,5796.37,4,10,164,active,0,neutral,0,27,29.4,-16.0,25.7,10,20,6,3,1,0,2,0,4.1,4.0,0.2,-0.08,0
ACC_00487,SMB,annual,Pro,6,153.16,2,1,20,churned,0,negative,0,6,17.2,-37.3,34.2,3,24,3,1,0,0,4,2,4.3,3.8,-0.18,-0.09,1
ACC_00488,SMB,annual,Guru,26,365.42,2,2,130,churned,0,neutral,0,8,0.0,-12.2,27.6,2,23,2,1,0,0,5,1,5.2,4.4,-0.49,0.14,0
ACC_00489,Enterprise,monthly,Enterprise,16,10161.2,3,7,135,active,0,neutral,0,46,43.4,3.3,33.1,11,4,2,0,0,1,1,0,3.5,4.3,-0.18,0.33,0
ACC_00490,Mid-Market,monthly,Business,28,1004.24,4,4,69,churned,0,negative,0,41,26.7,-13.2,30.1,17,0,3,0,0,1,8,3,6.8,2.8,-0.18,-0.41,1
ACC_00491,SMB,annual,Pro,17,171.95,1,1,144,churned,0,positive,0,0,10.8,-7.8,15.8,0,22,1,0,0,1,3,0,5.6,3.7,-0.06,0.02,0
ACC_00492,Mid-Market,monthly,Business,26,2136.25,4,2,9,churned,0,negative,0,57,49.9,12.5,39.1,20,0,9,2,1,0,5,0,1.7,4.9,0.02,0.45,1
ACC_00493,SMB,annual,Pro,28,167.4,2,0,140,churned,0,negative,0,9,8.4,-34.8,42.1,1,30,8,1,0,1,3,1,5.0,3.9,-0.21,0.06,1
ACC_00494,SMB,annual,Pro,35,73.17,2,2,105,active,0,neutral,0,20,20.4,-18.9,21.6,11,10,1,1,1,1,7,1,4.6,4.1,-0.04,-0.14,0
ACC_00495,SMB,annual,Pro,31,160.82,2,0,11,churned,0,neutral,0,20,14.2,-5.7,11.7,5,0,2,0,0,0,5,0,4.9,3.7,-0.42,0.05,0
ACC_00496,SMB,monthly,Pro,13,125.28,1,1,127,churned,0,neutral,0,15,4.0,-19.8,26.5,3,0,2,0,0,1,2,0,6.2,3.7,-0.11,-0.01,0
ACC_00497,SMB,annual,Pro,35,222.41,2,0,150,churned,0,negative,0,19,15.7,2.3,17.3,7,0,1,0,1,1,5,2,7.9,3.2,0.01,-0.26,1
ACC_00498,SMB,annual,Guru,16,447.91,2,1,127,churned,0,neutral,0,9,27.0,-13.4,32.3,1,12,3,0,1,1,4,0,4.8,4.2,-0.42,0.1,0
ACC_00499,Enterprise,annual,Enterprise,20,6082.93,3,13,179,active,0,positive,0,71,69.6,-35.2,56.8,30,3,13,3,1,0,3,1,3.5,3.8,0.3,0.01,0
ACC_00500,Enterprise,monthly,Enterprise,48,10141.92,4,11,60,churned,0,neutral,0,51,32.6,0.1,39.1,11,0,3,1,0,0,7,1,3.8,4.1,-0.01,0.04,0
ACC_00501,Mid-Market,monthly,Business,20,1931.53,3,3,25,churned,0,neutral,0,59,48.9,-2.1,29.1,22,1,12,4,1,0,1,0,4.6,3.9,-0.05,-0.34,0
ACC_00502,SMB,monthly,Pro,27,133.78,2,1,14,churned,0,negative,0,26,22.5,-46.9,25.5,9,0,1,0,0,1,4,0,1.6,3.9,-0.33,0.1,1
ACC_00503,SMB,annual,Pro,35,206.82,2,0,21,renewal_pending,1,positive,0,15,17.0,-19.5,11.8,10,16,1,0,0,0,3,0,3.1,4.1,-0.26,0.21,0
ACC_00504,Mid-Market,annual,Guru,47,385.07,1,2,88,churned,0,neutral,0,17,2.0,-37.8,14.5,1,9,10,4,0,1,3,0,2.4,4.6,-0.07,0.21,0
ACC_00505,Mid-Market,annual,Guru,37,572.72,3,7,64,active,0,positive,0,52,40.2,13.6,45.9,11,2,3,1,0,1,3,0,1.7,4.3,0.1,0.28,0
ACC_00506,SMB,monthly,Pro,28,167.0,2,0,153,churned,0,negative,0,29,33.9,-15.6,47.4,15,0,2,0,0,1,3,0,3.9,3.9,0.08,0.37,1
ACC_00507,Enterprise,monthly,Enterprise,44,10471.58,4,10,20,churned,0,negative,0,51,36.5,-16.6,30.1,16,3,5,3,0,1,0,0,4.7,4.4,0.12,0.42,1
ACC_00508,Mid-Market,annual,Guru,40,340.98,1,1,151,active,0,neutral,0,31,40.5,14.6,27.3,14,4,5,2,1,1,2,0,4.4,4.1,-0.04,-0.17,0
ACC_00509,Enterprise,monthly,Business,14,917.2,2,4,15,churned,0,neutral,0,85,61.9,8.3,33.2,16,5,21,5,0,0,5,0,3.7,3.6,-0.17,0.19,0
ACC_00510,Mid-Market,annual,Guru,14,428.22,1,2,159,active,0,neutral,0,59,51.9,-4.2,33.3,30,6,8,1,1,1,2,1,3.9,3.8,0.18,0.08,0
ACC_00511,Mid-Market,annual,Guru,17,262.84,2,2,15,churned,0,negative,0,44,24.0,-37.4,8.7,16,14,13,2,1,0,5,2,4.5,3.7,-0.24,-0.2,1
